,text
Ses05M_script01_1b_M039,"I know that, mom. Just you help me stay here."
Ses05M_script01_1b_M040,"Well, I am thinking like that."
Ses05M_script01_1b_F037,"I don't understand you, do I?"
Ses05M_script01_1b_M041,"No, you don't. I'm a pretty tough guy."
Ses05M_script01_2_M000,Why does that bother you?
Ses05M_script01_2_M001,"Well, maybe maybe he just wanted to see her again."
Ses05M_script01_2_F002,Nobody comes seven hundred miles just to see.
Ses05M_script01_2_M002,"What are you talking about? He grew up next to the girl his whole life, why wouldn't he want to see her again? Don't look at me like that. He hasn't told me anything he didn't told you."
Ses05M_script01_2_M003,Why do you think he's even thinking that?
Ses05M_script01_2_F004,He's got that about it.
Ses05M_script01_2_M004,"Well, so what?"
Ses05M_script01_2_F005,"What's going on here, Joe?"
Ses05M_script01_2_M005,Now listen.
Ses05M_script01_2_M007,How do you know why she's waited?
Ses05M_script01_2_M008,"Look, it's a beautiful day outside, why are we arguing?"
Ses05M_script01_2_M009,"Well, what do you want me to do about it? What do you want?"
Ses05M_script01_2_F010,"I want you to pretend like he's coming back. Both of you, don't think I haven't noticed you and Chris since she's gotten here. I don't want any nonsense."
Ses05M_script01_2_M010,But Kate?
Ses05M_script01_2_F011,"No, because if she- he's not coming back then I'll kill myself. Laugh! Laugh at me!"
Ses05M_script01_2_M011,Calm yourself.
Ses05M_script01_2_M012,Calm yourself.
Ses05M_script01_2_F014,Only last week a man turned up in Detroit missing longer than Larry. You read it yourself.
Ses05M_script01_2_M013,All right. All right.
Ses05M_script01_2_F015,You above all have got to believe.
Ses05M_script01_2_M015,"What's that suppose to mean, me above all? Look at you, you're shaking."
Ses05M_script01_2_F017,I can't help it.
Ses05M_script01_2_M016,"What have I got to hide, Kate? What the hell is the matter with you?"
Ses05M_script01_3_F000,You're the only one I know who loves his parents.
Ses05M_script01_3_F001,It's all right. It's a good thing. It's lovely here. The air is sweet.
Ses05M_script01_3_M001,"So, you're not sorry I came?"
Ses05M_script01_3_F003,"Well, your mother, first of all, pretty much told me to leave."
Ses05M_script01_3_M003,Well-
Ses05M_script01_3_F006,"I figured they would, your mother at least."
Ses05M_script01_3_F007,"Well, from her perspective, I mean, why else would I come here?"
Ses05M_script01_3_M010,"You feel it's wrong here, don't you; this yard, this chair? I want you to be ready for me, Annie. I- I don't want to win you away from anything."
Ses05M_script01_3_F009,"Oh, Chris I've been ready for a long time."
Ses05M_script01_3_F010,I almost got married two years ago.
Ses05M_script01_3_M013,You felt something that far back?
Ses05M_script01_3_F012,Everyday since.
Ses05M_script01_3_F013,"Well, I mean, until then you never wrote and when you did, what did you say? I mean, you sure can be ambiguous."
Ses05M_script01_3_M016,"oh, God I kissed Annie. I kissed Annie. I can't How long have I waited to do that?"
Ses05M_script01_3_M017,"Oh, Annie, we're gonna live now. I'm going to make you so happy."
Ses05M_script01_3_F015,Not like that you're not.
Ses05M_script01_3_F016,"Like Larry's brother. Do it like you, Chris. What's the matter?"
Ses05M_script01_3_M019,Lets go for a ride. I I- I want to be alone with you.
Ses05M_script01_3_M020,"No, nothing like that."
Ses05M_script01_3_F019,Even in your letters there was something ashamed.
Ses05M_script01_3_M021,"Yeah, I suppose I have been. But it's going for me."
Ses05M_script01_3_F020,You have to tell me.
Ses05M_script01_3_M022,I don't I don't know where to start.
Ses05M_script01_3_F021,It wouldn't work like this.
Ses05M_script01_3_M023,It's so mixed up with so many other things.
Ses05M_script01_3_F022,"Yeah, sure."
Ses05M_script01_3_M025,I lost them.
Ses05M_script01_3_F023,How many?
Ses05M_script01_3_M026,Just about all.
Ses05M_script01_3_M027,"It- It takes time to toss something like that off,I mean, because they weren't just men."
Ses05M_script01_3_M029,I know it's it's just a little thing but that's just the kind of guys I had. They didn't die. They killed themselves for each other.
Ses05M_script01_3_M030,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down."
Ses05M_script01_3_M033,It was and then I went home. And it was incredible. It didn't have any meaning there.
Ses05M_script01_3_M036,"I felt what you said, ashamed somehow because nobody had changed at all."
Ses05M_script01_3_M037,"It seemed to make suckers out of so many guys. And I-I felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. I mean,"
Ses05M_script01_3_M038,"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the love a man can have from a man. And you've got to be a little bit better because of that. Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it."
Ses05M_script01_3_M039,And I guess that included you.
Ses05M_script01_3_F024,Do you still feel like that?
Ses05M_script01_3_M040,"I want you now, Annie."
Ses05M_script01_3_F025,"Because you can't feel like that anymore, Chris. Because everything you have, you have a right to, me included."
Ses05M_script01_3_M041,"Oh, Annie,"
Ses05M_script01_3_F027,[LAUGHTER] What will I do with a fortune?
Ses05M_script01_3_M042,Annie I am going to make you a fortune.
Ses05M_script02_1_M000,"What time is it? They're supposed to run around midnight. Oh, this is great, isn't it? Look at the night we've got here. It couldn't be better. Actually, I wanted to go a little further up the coast you know to get away from all the lights and the people. I was afraid we might miss it though, so how are you doing?"
Ses05M_script02_1_F000,Fine.
Ses05M_script02_1_M001,"What's that? Is that- Wait, is that foam? I can't even tell. Oh Actually, I guess if I can't tell then it probably isn't it, is it? It will probably be unmistakable, don't you think?"
Ses05M_script02_1_M002,"This is great. How are you doing? Oh, no. Oh, do you know what I did? I forgot the flashlight. How could I be so stupid? I forgot the flashlight."
Ses05M_script02_1_F001,What flashlight?
Ses05M_script02_1_M003,"The flashlight. The silver one. There's only one, isn't there? Stupid."
Ses05M_script02_1_M005,"Oh, no, of course, our flashlight. Me flashlight is to you flashlight, naturally."
Ses05M_script02_1_M006,"How could we have forgotten it? Well, I hope the moon stays out. I wonder, do they always run during a full moon? I can't remember, was the moon full last year, do you remember?"
Ses05M_script02_1_M007,"Are you cold? Do you want my jacket? We should have brought the blanket, our blanket. Oh, this is great. I didn't even think to bring a six pack. Oh, a six pack would be just the ticket right about now."
Ses05M_script02_1_M008,"I can't believe I forgot.I'm like a little kid. I'm surprised I made it out of the house with my fly zipped. Oh, [LAUGHTER]"
Ses05M_script02_1_M009,"Oh, I wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something"
Ses05M_script02_1_M010,Do you want my jacket?
Ses05M_script02_1_M016,Oh
Ses05M_script02_1_M017,"Honey, it's a natural phenomenon. I mean, this kind of thing only happens once a year. It's a great opportunity."
Ses05M_script02_1_M018,"I mean, Think about people in Kansas, they've got to get like you know plane tickets and hotel reservations just to see this. We're just forty minutes away. It's just too good of an opportunity to pass up."
Ses05M_script02_1_F013,Pass what up? It's It's just little fish and they swim up on the beach and they flop around and they swim away and then they die.
Ses05M_script02_1_M019,"Yeah, but all that time on the beach is the highlight of their little lives. You know,"
Ses05M_script02_1_M020,"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that."
Ses05M_script02_1_M021,"I mean, this is a big night for these guys. You know, life's last orgy."
Ses05M_script02_1_F014,"What are you so excited about. This isn't rocket science, this is just fish. Fish nobody even eats."
Ses05M_script02_1_M022,"Yeah, they do."
Ses05M_script02_1_F015,Augie.
Ses05M_script02_1_M023,"All right. But they are fish that do something no other fish do. Like the swallows were turning into Capistrano or Lemmings jumping off the cliffs, you know like that. There's- There's magic here and mystery. And a little bit of the unexplainable. You know, I can't see how you could not be interested."
Ses05M_script02_1_F016,I'm just not.
Ses05M_script02_1_M024,For real?
Ses05M_script02_1_M025,"I don't get it. I mean, the first time we came you said it was the best night of your life. And last year I remember distinctly you were so excited about coming that you stubbed your toe toe pushing me out the door and you didn't even notice until you got in the car."
Ses05M_script02_1_F018,"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion."
Ses05M_script02_1_F019,We didn't see them the first time either.
Ses05M_script02_1_M028,"Look there. What is that? Is that -- Oh No, that's seaweed."
Ses05M_script02_1_M029,"Oh, this is great. I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second;"
Ses05M_script02_1_M030,somewhere out there is a giant mass of silver fish all swimming in this direction. They don't know why they're doing it. We don't know why they're doing it. They didn't- It wasn't a decision. No one took a vote. Nobody sent them an invitation or a map or anything like that. It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming. They are swimming right now at this very moment. And And-
Ses05M_script02_1_M031,"And it's single mindedness with no mind. It- It's urgency, it's pure urge. I mean, they didn't make any decisions. They don't ask any questions. They don't give it a name,"
Ses05M_script02_1_M032,"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps. Look at all the hairs that are standing up."
Ses05M_script02_1_M033,"Well, so what do you think?"
Ses05M_script02_2_M000,"Well, so, what do you think?"
Ses05M_script02_2_F000,About what?
Ses05M_script02_2_M001,What I was just saying.
Ses05M_script02_2_F001,It's ridiculous.
Ses05M_script02_2_M002,It certainly is not. It's slightly exaggerated scientific fact.
Ses05M_script02_2_F004,"I'm sorry. It's just, it's it's just fish to me."
Ses05M_script02_2_M005,"uh, Carla Can I ask you a question? no, don't get upset, but are you having your period?"
Ses05M_script02_2_F005,"God damn it, Augie. Seriously, you always ask me that. Why do you ask me that? I hate it. It's so insulting."
Ses05M_script02_2_M006,What's bugging you then?
Ses05M_script02_2_F006,I just - We just have different ideas of what this night is suppose to look like.
Ses05M_script02_2_M007,"It's not that complicated. We come down here, the grunions arrive, they do their little fish thing. We say ooh, awe, look at the little fish. And then they go home and we go home."
Ses05M_script02_2_F008,We We don't ever. Have we ever?
Ses05M_script02_2_M009,We've missed them twice. That's hardly ever.
Ses05M_script02_2_F009,"Twice is every time we've tried, that's ever"
Ses05M_script02_2_F010,"No, we won't. It's like waiting up for Santa Clause or something. I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up. And the fish will not show up."
Ses05M_script02_2_M011,"Okey, They're just fish. It's nothing to get traumatized over."
Ses05M_script02_2_F011,You don't understand anything I am saying.
Ses05M_script02_2_M012,"No, of course not."
Ses05M_script02_2_F012,I did want to see it. I always want to see it. I just- I keep thinking this will be the time and it never is.
